benchmark, result, time
m22.litmus, FAIL, 26
W+RR+WR+WR+po+mfence+mfence.litmus, FAIL, 31
R+po+po-rfi-pos.litmus, PASS, 30
WW+RW+RW+WR+po+po+po+rfi-po.litmus, FAIL, 33
S+mfence-rmw+rmw-po.litmus, FAIL, 28
WW+WR+WR+WR+po+mfence+mfence+po.litmus, FAIL, 30
WW+WR+WR+WR+po+mfence+rfi-po+po.litmus, FAIL, 32
MP+po+po-pos-pos.litmus, PASS, 29
RR+RR+rmw-mfence+rmw-po.litmus, FAIL, 29
test.intel.1.litmus, FAIL, 28
MP+po+pos-po-rfi.litmus, PASS, 28
W+RWC.litmus, FAIL, 29
MP+po+po-pos.litmus, PASS, 29
4.SB+mfence+mfence+po+po.litmus, FAIL, 31
4.SB+rfi-pos.litmus, FAIL, 32
WW+WR+WR+WR+po+po+po+mfence.litmus, FAIL, 31
intel.rwc.litmus, FAIL, 23
R+po+mfence-po-po.litmus, PASS, 29
S+po+po-rmw.litmus, FAIL, 29
R+po+po-fri-po.litmus, FAIL, 24
WW+WW+RW+RW.litmus, FAIL, 31
R+po+rfi-po-po001.litmus, FAIL, 22
2+2W+mfence-po+po-rfi-po.litmus, PASS, 29
WW+RR+WR+WR+po+po+rfi-po+rfi-po.litmus, FAIL, 31
R+mfence-po+po-rfi-po.litmus, FAIL, 22
iwp2.6.litmus, FAIL, 30
WW+RW+RR+WR+po+po+po+rfi-po.litmus, FAIL, 30
RR+RW+rmw-mfence+rmw-po.litmus, FAIL, 27
iwp2.3.b.litmus, FAIL, 26
2+2W+po-rfi-pos.litmus, PASS, 29
R+po+po-pos.litmus, FAIL, 21
4.SB.litmus, FAIL, 23
R+po+rfi-po-mfence.litmus, PASS, 30
intel.4.litmus, FAIL, 22
WW+WR+WR+WR+po+po+mfence+rfi-po.litmus, FAIL, 32
SB+mfence+rfi-po.litmus, FAIL, 22
MP+po+po-po-rfi001.litmus, PASS, 29
X001.litmus, FAIL, 20
WW+WW+WW+WR+po+po+po+rfi-po.litmus, FAIL, 35
W+RR+WW+RW.litmus, FAIL, 31
MP+po+fri-po-mfence.litmus, PASS, 29
RWC+po+mfence.litmus, FAIL, 29
MP+po+po-po-mfence.litmus, PASS, 27
4.SB+mfence+mfence+po+rfi-po.litmus, FAIL, 33
MP+po+pos-po-po.litmus, PASS, 31
R+po+mfence-pos.litmus, PASS, 29
RR+WR+rmw-po+mfence.litmus, FAIL, 28
WW+WR+WR+WR+po+mfence+po+po.litmus, FAIL, 29
LB+po+rmw-po.litmus, FAIL, 29
RR+WR+rmw-po+po.litmus, FAIL, 26
WW+RR+WR+WR+po+po+mfence+rfi-po.litmus, FAIL, 33
WW+RW+RW+RW.litmus, FAIL, 30
W+RW+WR+WR+po+po+rfi-po.litmus, FAIL, 31
W+RW+RR+WW.litmus, FAIL, 30
6.SB.litmus, FAIL, 26
m44if.litmus, FAIL, 27
S+mfence-rmw+po.litmus, FAIL, 29
CoRWRR.litmus, PASS, 27
R+po-rfi-po+rfi-po.litmus, FAIL, 24
4.SB+mfence+rfi-po+mfence+po.litmus, FAIL, 32
Z6.4+po+po+rfi-po.litmus, FAIL, 29
4.SB+mfence+rfi-po+rfi-po+po.litmus, FAIL, 31
WW+WR+WR+WR+po+po+rfi-po+rfi-po.litmus, FAIL, 32
W+RW+WR+WW.litmus, FAIL, 30
R+po+po-po001.litmus, FAIL, 20
SB3.litmus, FAIL, 22
R+po+rfi-po-pos.litmus, FAIL, 22
2+2W+mfence-rmws.litmus, FAIL, 27
RR+RW+rmw-pos.litmus, FAIL, 26
intel.3.1.litmus, FAIL, 19
SB+FENCE.litmus, FAIL, 24
irreduc3.litmus, FAIL, 28
m45ii.litmus, FAIL, 20
R+rfi-po+mfence.litmus, PASS, 25
W+RR+WR+WR+po+mfence+po.litmus, FAIL, 26
m11.litmus, FAIL, 26
4.SB+po+rfi-po+rfi-po+rfi-po.litmus, FAIL, 29
W+RR+WR+WR+po+rfi-po+po.litmus, FAIL, 29
x86-2+2W.litmus, PASS, 27
WW+RR+WR+WR+po+po+po+rfi-po.litmus, FAIL, 32
4.SB+mfence+rfi-po+mfence+rfi-po.litmus, FAIL, 32
R+po+mfence-fri-po.litmus, PASS, 27
SB+po+rfi-po.litmus, FAIL, 25
SB+mfence+po-rfi-po.litmus, FAIL, 20
W+RW+WR+WR+po+mfence+rfi-po.litmus, FAIL, 31
WW+WW+RW+WR+po+po+po+mfence.litmus, FAIL, 29
WW+RW+WW+RW.litmus, FAIL, 30
WW+WW+WR+WR+po+po+rfi-po+po.litmus, FAIL, 32
3.SB+mfence+rfi-po+po.litmus, FAIL, 39
MP+po+pos-fri-po.litmus, PASS, 28
rwc.2.litmus, FAIL, 21
m55ii.litmus, FAIL, 28
3.SB+mfence+mfence+po.litmus, FAIL, 27
R+po+mfence-fri-mfence.litmus, PASS, 27
WW+WW+WR+WR+po+po+mfence+po.litmus, FAIL, 30
WW+po-rfi-po.litmus, PASS, 24
R+po+rfi-po.litmus, FAIL, 27
amd3bis.litmus, FAIL, 23
R+po+po-mfence.litmus, PASS, 29
WW+WR+WR+WR+po+rfi-po+rfi-po+po.litmus, FAIL, 39
WW+WR+WR+WR+po+rfi-po+mfence+po.litmus, FAIL, 29
2+2W+po-rmws.litmus, FAIL, 26
MP+po+fri-mfence-pos.litmus, PASS, 25
4.SB+mfence+po+rfi-po+rfi-po.litmus, FAIL, 29
RR+WR+rmw-mfence+mfence.litmus, FAIL, 25
R+po+po-po-pos001.litmus, FAIL, 22
m14i.litmus, FAIL, 19
iriw.litmus, FAIL, 26
W+RR+WW+WW.litmus, FAIL, 27
W+RW+RW+WR+po+po+rfi-po.litmus, FAIL, 34
W+RWC+po+po+rfi-po.litmus, FAIL, 30
W+RR+WW+WR+po+po+mfence.litmus, FAIL, 30
WW+RW+WR+WR+po+po+po+mfence.litmus, FAIL, 31
R+po+po-po-po001.litmus, FAIL, 22
WW+WR+WR+WR+po+mfence+po+rfi-po.litmus, FAIL, 31
4.SB+mfence+rfi-po+rfi-po+rfi-po.litmus, FAIL, 31
4.2W.litmus, FAIL, 30
WW+WW+WW+RW.litmus, FAIL, 27
MP+po+po-po-po003.litmus, PASS, 24
S.litmus, FAIL, 24
fwd.litmus, FAIL, 22
Z6.0.litmus, FAIL, 30
MP.litmus, FAIL, 25
x86-m4s.litmus, FAIL, 28
WRW+WR.litmus, FAIL, 30
W+RW+WR+WR+po+rfi-po+rfi-po.litmus, FAIL, 40
n4.litmus, FAIL, 30
m45.litmus, FAIL, 28
X005.litmus, FAIL, 22
R+po+po-pos-po.litmus, FAIL, 21
WW+WR+WR+WR+po+rfi-po+rfi-po+mfence.litmus, FAIL, 34
R+mfence-rmw+mfence.litmus, FAIL, 28
Z6.4+po+rfi-po+mfence.litmus, FAIL, 31
iwp2.2-amd2.litmus, FAIL, 27
WW+WR+WR+WR+po+mfence+mfence+rfi-po.litmus, FAIL, 31
WW+RW+WW+WR+po+po+po+mfence.litmus, FAIL, 29
rwc.litmus, FAIL, 24
WW+WW+WR+WR+po+po+rfi-po+rfi-po.litmus, FAIL, 37
amd10.litmus, PASS, 27
MP+po+po-wsi-po.litmus, PASS, 27
3.2W.litmus, FAIL, 28
R+rfi-po+po-rfi.litmus, PASS, 28
RR+RW+po+rmw-po.litmus, FAIL, 26
R+po+mfence-fri-rfi.litmus, PASS, 29
MP+po+po-fri-mfence.litmus, PASS, 27
R+po+po-mfence-po.litmus, PASS, 29
frmap2.litmus, FAIL, 20
R+po+po-pos-pos.litmus, FAIL, 23
3.SB+po+rfi-po+rfi-po.litmus, FAIL, 29
MP+po+po-rfi-pos.litmus, PASS, 24
W+RW+WW+WR+po+po+mfence.litmus, FAIL, 30
WW+RW+WR+WR+po+po+mfence+rfi-po.litmus, FAIL, 31
SB+mfences.litmus, PASS, 30
3.SB+rfi-pos.litmus, FAIL, 32
3.SB+mfence+po+po.litmus, FAIL, 29
W+RW+WW+WW.litmus, FAIL, 31
m13.litmus, FAIL, 22
MP+po+fri-po-pos.litmus, PASS, 29
amd3.litmus, FAIL, 23
Z6.0+po+po+rfi-po.litmus, FAIL, 30
Z6.4+po+mfence+mfence.litmus, FAIL, 29
m33f.litmus, FAIL, 27
MP+po+po-rfi-po.litmus, PASS, 28
WW+WR+WR+WR+po+rfi-po+mfence+mfence.litmus, FAIL, 32
WW+WR+WR+WR+po+mfence+rfi-po+rfi-po.litmus, FAIL, 33
R+po+po-po-rfi.litmus, PASS, 25
W+RW+RW+RW.litmus, FAIL, 26
m24.litmus, FAIL, 24
WW+WW+RR+WR+po+po+po+mfence.litmus, FAIL, 26
W+RW+WR+WR+po+mfence+po.litmus, FAIL, 25
WW+RR+WW+RW.litmus, FAIL, 30
R+po+po-wsi-mfence.litmus, PASS, 27
SB+po-rfi+po-rfi-po.litmus, FAIL, 22
W+RW+WR+WR+po+rfi-po+po.litmus, FAIL, 31
4.SB+mfence+mfence+rfi-po+po.litmus, FAIL, 30
WW+RR+WW+WR+po+po+po+rfi-po.litmus, FAIL, 32
WW+WW+WR+WR+po+po+mfence+rfi-po.litmus, FAIL, 31
4.SB+mfence+mfence+mfence+po.litmus, FAIL, 30
R+mfence-rmw+po.litmus, FAIL, 25
m14f.litmus, FAIL, 28
iwp2.7-amd7.litmus, FAIL, 29
R+po-rmw+rfi-po.litmus, FAIL, 31
intel.n4.litmus, FAIL, 30
W+RR+WR+WW.litmus, FAIL, 29
iwp2.4-amd9.litmus, FAIL, 23
MP+po+po-po-po.litmus, PASS, 31
Z6.2.litmus, FAIL, 29
3.SB+mfences.litmus, FAIL, 29
IRIWX.litmus, PASS, 28
MP+po+po-po-po001.litmus, PASS, 28
iwp2.5-amd8.litmus, FAIL, 29
WW+RW+WR+WR+po+po+rfi-po+rfi-po.litmus, FAIL, 38
Z6.4+po+rfi-po+po.litmus, FAIL, 30
R+po-rfi-pos.litmus, FAIL, 32
Z6.4+po+mfence+po.litmus, FAIL, 43
R+po+po-po-po003.litmus, FAIL, 21
4.SB+mfence+rfi-po+po+rfi-po.litmus, FAIL, 44
SB+rfi-pos.litmus, FAIL, 24
MP+po+po-po-po002.litmus, PASS, 33
WRW+2W.litmus, FAIL, 46
ISA2.litmus, FAIL, 45
RW+WR+rmw-po+mfence.litmus, FAIL, 27
R.litmus, FAIL, 21
n4b.litmus, FAIL, 27
W+RW+RR+WR+po+po+rfi-po.litmus, FAIL, 31
2+2W+mfence-rmw+po-rmw.litmus, FAIL, 30
R+po+rfi-pos-po.litmus, FAIL, 23
W+RW+RW+WR.litmus, FAIL, 31
W+RR+WR+WR+po+rfi-po+rfi-po.litmus, FAIL, 32
W+RR+WR+WR+po+po+mfence.litmus, FAIL, 29
WW+WW+WR+WR+po+po+po+mfence.litmus, FAIL, 32
SB+mfence+po-rfi.litmus, PASS, 27
RR+RR+rmw-mfences.litmus, FAIL, 28
WW+WR+WW+WR+po+mfence+po+rfi-po.litmus, FAIL, 34
MP+po+po-po-mfence001.litmus, PASS, 30
Z6.5+po+po+rfi-po.litmus, FAIL, 31
WW+RR+WW+WR.litmus, FAIL, 32
Z6.1.litmus, FAIL, 31
intel.n7.litmus, FAIL, 23
WW+WW+WR+WR.litmus, FAIL, 31
intel.iriw.litmus, FAIL, 30
MP+po+po-fri-po.litmus, PASS, 28
R+rfi-po+po-rfi-po.litmus, FAIL, 23
3.SB+po+rfi-po+po.litmus, FAIL, 30
WRW+WR+po+rfi-po.litmus, FAIL, 32
4.LB.litmus, FAIL, 32
2+2W+po+po-rmw.litmus, FAIL, 31
MP+po+po-po.litmus, PASS, 30
intel.paul-tso.litmus, PASS, 24
4.SB+po+rfi-po+rfi-po+po.litmus, FAIL, 33
LB+po+po-rmw.litmus, FAIL, 29
W+RR+WR+WR+po+mfence+rfi-po.litmus, FAIL, 33
x86-m1.litmus, FAIL, 29
WW+WR+WW+WR.litmus, FAIL, 32
WW+RW+RW+WR+po+po+po+mfence.litmus, FAIL, 45
WW+RW+WR+WR+po+po+rfi-po+po.litmus, FAIL, 34
iriw.2.litmus, PASS, 29
IRWIW.litmus, FAIL, 33
R+po+rfi-po-rfi.litmus, PASS, 32
WW+RW+WR+WR+po+po+mfence+po.litmus, FAIL, 32
WW+RW+WR+WR.litmus, FAIL, 31
x86-e1.litmus, FAIL, 28
MP+po+po-po-pos001.litmus, PASS, 32
R+po-rfi-po+po-rfi.litmus, PASS, 29
SB+rfi-po+po-rfi.litmus, FAIL, 23
WW+WR+WR+WR+po+po+po+rfi-po.litmus, FAIL, 33
WW+WR+WR+WR+po+rfi-po+po+po.litmus, FAIL, 33
WW+WR+WR+WR+po+rfi-po+po+mfence.litmus, FAIL, 33
MP+po+rmw-po.litmus, FAIL, 28
test.debug.2.litmus, FAIL, 28
irreduc2.litmus, FAIL, 29
MP+po+fri-po.litmus, PASS, 27
WWC.litmus, FAIL, 28
iwp2.3.b.half.litmus, FAIL, 25
MP+po+fri-mfence.litmus, PASS, 28
n7.litmus, FAIL, 21
W+RW+WW+RR.litmus, FAIL, 30
X006.litmus, FAIL, 21
W+RW+WR+WW+po+mfence+po.litmus, FAIL, 32
classic.litmus, FAIL, 21
2+2W+rfi-po+po-rfi-po.litmus, PASS, 28
W+RW+WR+WW+po+rfi-po+po.litmus, FAIL, 33
intel.n5.litmus, FAIL, 28
Z6.3.litmus, FAIL, 29
S+po-rmws.litmus, FAIL, 29
W+RR+WR+WW+po+mfence+po.litmus, FAIL, 33
R+po+po-po-pos.litmus, FAIL, 24
WW+RW+RW+RR.litmus, FAIL, 31
R+po+mfence-po-mfence.litmus, PASS, 30
W+RR+WR+WW+po+rfi-po+po.litmus, FAIL, 34
WW+WR+WW+WR+po+rfi-po+po+po.litmus, FAIL, 35
WW+WR+WR+WR+po+po+mfence+mfence.litmus, FAIL, 31
R+po+po-po-po002.litmus, FAIL, 22
W+RR+WW+RR.litmus, FAIL, 32
m33.litmus, FAIL, 23
WW+WW+WW+WR.litmus, FAIL, 31
WW+RR+WR+WR.litmus, FAIL, 30
MP+po+po-mfence-po.litmus, PASS, 27
m25.litmus, FAIL, 28
intel.n8.litmus, FAIL, 21
WW+RR+WR+WR+po+po+rfi-po+mfence.litmus, FAIL, 31
R+po+mfence-pos-pos.litmus, PASS, 29
R+mfence-po+po-rfi.litmus, PASS, 29
W+RW+RR+WR.litmus, FAIL, 31
R+po+po-fri-rfi.litmus, PASS, 27
WW+RW+RR+WR+po+po+po+mfence.litmus, FAIL, 32
MP+po+fri-mfence-po.litmus, PASS, 29
WRR+2W.litmus, FAIL, 30
4.SB+mfence+rfi-po+po+po.litmus, FAIL, 32
LB.litmus, FAIL, 26
n8.litmus, FAIL, 24
MP+po+po-mfence-pos.litmus, PASS, 38
3.LB.litmus, FAIL, 32
R+po-rfi-po+mfence.litmus, PASS, 28
mfence.litmus, PASS, 35
MP+po+fri-po-po.litmus, PASS, 31
Z6.4+po+po+mfence.litmus, FAIL, 31
iriw-internal.litmus, FAIL, 29
m12.litmus, FAIL, 39
WW+WW+RW+RR.litmus, FAIL, 32
WW+WR+WR+WR+po+po+rfi-po+mfence.litmus, FAIL, 31
WW+WW+WW+WR+po+po+po+mfence.litmus, FAIL, 31
S+po+rmw-po.litmus, FAIL, 28
LB+po-rmws.litmus, FAIL, 28
m44.litmus, FAIL, 28
X004.litmus, FAIL, 21
n5.litmus, FAIL, 28
RWC+po+rfi-po.litmus, FAIL, 30
S+mfence-rmw+po-rmw.litmus, FAIL, 30
MP+po+fri-po-rfi.litmus, PASS, 30
WW+RW+WW+WR.litmus, FAIL, 29
WW+WR+WR+WR.litmus, FAIL, 30
RR+WR+rmw-po+rfi-po.litmus, FAIL, 27
m45i.litmus, FAIL, 22
4.SB+mfence+po+po+rfi-po.litmus, FAIL, 33
WW+RR+WR+WR+po+po+mfence+mfence.litmus, FAIL, 32
MP+mfence-rmw+rmw-po.litmus, FAIL, 32
W+RW+WR+WR+po+po+mfence.litmus, FAIL, 32
2+2W+rfi-pos.litmus, PASS, 28
W+RR+WW+WR.litmus, FAIL, 29
R+po+po-po.litmus, FAIL, 21
WW+RR+WR+WR+po+po+po+mfence.litmus, FAIL, 30
4.SB+mfence+mfence+rfi-po+rfi-po.litmus, FAIL, 33
m23.litmus, FAIL, 27
W+RW+WR+WR+po+mfence+mfence.litmus, FAIL, 29
WW+RW+RW+WR.litmus, FAIL, 31
WW+WW+RW+WR+po+po+po+rfi-po.litmus, FAIL, 34
MP+po+po-pos-po.litmus, PASS, 31
Z6.5.litmus, FAIL, 30
podrw001.litmus, FAIL, 23
S+po-rmw+rmw-po.litmus, FAIL, 30
R+po+mfence-po-pos.litmus, PASS, 31
R+po+rfi-po-po.litmus, FAIL, 25
R+po+mfence-po.litmus, PASS, 28
MP+po-rmw+po.litmus, FAIL, 30
R+po+po-wsi-po.litmus, FAIL, 21
rwc-fenced.litmus, PASS, 27
MP+po+po-wsi-mfence.litmus, PASS, 28
MP+po+pos-po-pos.litmus, PASS, 28
MP+po+po-rfi.litmus, PASS, 29
WW+WR+WW+WR+po+rfi-po+po+rfi-po.litmus, FAIL, 41
m35.litmus, FAIL, 30
WW+WW+WW+RR.litmus, FAIL, 31
WW+RW+WR+WR+po+po+po+rfi-po.litmus, FAIL, 32
4.SB+mfence+mfence+mfence+rfi-po.litmus, FAIL, 32
R+rfi-pos.litmus, FAIL, 22
MP+po+rmw-mfence.litmus, FAIL, 30
WW+WR+WR+WR+po+mfence+po+mfence.litmus, FAIL, 31
R+po+po-po-po.litmus, FAIL, 23
WW+WW+RW+WR.litmus, FAIL, 32
n3.litmus, PASS, 31
4.SB+po+rfi-po+po+rfi-po.litmus, FAIL, 35
R+po+po-fri-mfence.litmus, PASS, 29
X002.litmus, FAIL, 22
MP+po+pos-fri-mfence.litmus, PASS, 29
WW+WR+WR+WR+po+po+rfi-po+po.litmus, FAIL, 31
W+RW+WR+WR.litmus, FAIL, 32
WW+WR+WR+WR+po+po+mfence+po.litmus, FAIL, 32
m13f.litmus, FAIL, 28
W+RW+WR+WR+po+rfi-po+mfence.litmus, FAIL, 34
R+po+mfence.litmus, PASS, 27
R+po+po-rfi-po.litmus, FAIL, 21
MP+po-rmw+rmw-mfence.litmus, FAIL, 31
MP+po+po-po-rfi.litmus, PASS, 28
m44i.litmus, FAIL, 22
RR+WR+rmw-mfence+rfi-po.litmus, FAIL, 29
RW+WR+rmw-po+po.litmus, FAIL, 28
m14.litmus, FAIL, 21
W+RW+RW+WR+po+po+mfence.litmus, FAIL, 30
MP+po+pos-po.litmus, PASS, 27
W+RWC+po+po+mfence.litmus, FAIL, 29
MP+po+po-fri-rfi.litmus, PASS, 28
W+RR+WW+WR+po+po+rfi-po.litmus, FAIL, 33
m34f.litmus, FAIL, 26
WW+RR+WW+RR.litmus, FAIL, 31
2+2W.litmus, FAIL, 28
2+2W+po+mfence-rmw.litmus, FAIL, 30
W+RW+WW+WR+po+po+rfi-po.litmus, FAIL, 35
W+RW+RW+RR.litmus, FAIL, 30
CoRWR.litmus, PASS, 24
WW+RW+WR+WR+po+po+mfence+mfence.litmus, FAIL, 30
m44iif.litmus, FAIL, 27
SB-XCHG.litmus, PASS, 34
Z6.0+po+po+mfence.litmus, FAIL, 29
R+mfence-rmw+rfi-po.litmus, FAIL, 29
WW+WR+WR+WR+po+rfi-po+rfi-po+rfi-po.litmus, FAIL, 39
WW+RW+RR+WR.litmus, FAIL, 31
MP+po+po-po001.litmus, PASS, 27
Z6.4+po+rfi-po+rfi-po.litmus, FAIL, 30
WW+WR+WR+WR+po+mfence+mfence+mfence.litmus, FAIL, 36
WW+RW+WW+WR+po+po+po+rfi-po.litmus, FAIL, 43
R+po+po-po-rfi001.litmus, PASS, 28
WW+WW+WR+WR+po+po+rfi-po+mfence.litmus, FAIL, 34
MP+mfence-rmw+rmw-mfence.litmus, FAIL, 31
m45iif.litmus, FAIL, 31
W+RR+WR+WR.litmus, FAIL, 31
S+po-rmw+po.litmus, FAIL, 28
3.SB+mfence+rfi-po+rfi-po.litmus, FAIL, 36
intel.5.litmus, PASS, 29
4.SB+po+rfi-po+po+po.litmus, FAIL, 31
R+po-rmw+mfence.litmus, FAIL, 31
nofence.litmus, PASS, 30
SB+po-rfis.litmus, PASS, 30
m34i.litmus, FAIL, 23
MP+po+fri-po-po001.litmus, PASS, 27
IRRWIW.litmus, FAIL, 30
MP+po-rmw+rmw-po.litmus, FAIL, 32
R+po+po-po-mfence001.litmus, PASS, 28
R+po+po-po-mfence.litmus, PASS, 29
iwp2.8.b.litmus, FAIL, 26
X000.litmus, FAIL, 20
n1.litmus, FAIL, 23
frmap.litmus, FAIL, 24
R+po+mfence-po-po001.litmus, PASS, 27
WW+RW+WR+WR+po+po+rfi-po+mfence.litmus, FAIL, 33
Z6.4+po+mfence+rfi-po.litmus, FAIL, 28
iwp2.3.a-amd4.litmus, FAIL, 22
MP+po+po-mfence.litmus, PASS, 26
WW+WR+WR+WR+po+rfi-po+mfence+rfi-po.litmus, FAIL, 38
WW+WR+WR+WR+po+mfence+rfi-po+mfence.litmus, FAIL, 32
R+po+po-rfi.litmus, PASS, 30
SB+po-rfi-pos.litmus, FAIL, 21
WRC.litmus, FAIL, 30
WW+WW+RR+WR+po+po+po+rfi-po.litmus, FAIL, 32
amd6.litmus, PASS, 28
W+RW+WW+WR.litmus, FAIL, 29
R+po-rmw+po.litmus, FAIL, 27
4.SB+mfence+po+rfi-po+po.litmus, FAIL, 33
3.SB+mfence+mfence+rfi-po.litmus, FAIL, 28
4.SB+mfence+po+mfence+po.litmus, FAIL, 30
WW+RR+WW+WR+po+po+po+mfence.litmus, FAIL, 29
WW+WW+RR+WR.litmus, FAIL, 29
RR+WR+rmw-mfence+po.litmus, FAIL, 27
LB+rmw-pos.litmus, FAIL, 29
WW+WW+WR+WR+po+po+mfence+mfence.litmus, FAIL, 30
SB+rfi+po-rfi-po.litmus, PASS, 26
